,DriverNumber,Season,RoundNumber,TeamName,Position,QualiPosition,FastestTime
511,27,2025,2,Kick Sauber,15.0,12.0,91.632
512,30,2025,2,Red Bull Racing,12.0,20.0,92.174
513,31,2025,2,Haas F1 Team,5.0,11.0,91.625
514,44,2025,2,Ferrari,20.0,5.0,90.927
515,55,2025,2,Williams,10.0,15.0,91.628
516,63,2025,2,Mercedes,3.0,2.0,90.723
517,81,2025,2,McLaren,1.0,1.0,90.641
518,87,2025,2,Haas F1 Team,8.0,17.0,92.018
519,1,2025,3,Red Bull Racing,1.0,1.0,86.983
520,4,2025,3,McLaren,2.0,2.0,86.995
521,5,2025,3,Kick Sauber,19.0,17.0,88.622
522,6,2025,3,Racing Bulls,8.0,7.0,87.569
523,7,2025,3,Alpine,15.0,19.0,88.877
524,10,2025,3,Alpine,13.0,11.0,87.822
525,12,2025,3,Mercedes,6.0,6.0,87.555
526,14,2025,3,Aston Martin,11.0,13.0,87.897
527,16,2025,3,Ferrari,4.0,4.0,87.299
528,18,2025,3,Aston Martin,20.0,20.0,89.271
529,22,2025,3,Red Bull Racing,12.0,15.0,87.967
530,23,2025,3,Williams,9.0,9.0,87.615
531,27,2025,3,Kick Sauber,16.0,16.0,88.57
532,30,2025,3,Racing Bulls,17.0,14.0,87.906
533,31,2025,3,Haas F1 Team,18.0,18.0,88.696
534,44,2025,3,Ferrari,7.0,8.0,87.61
535,55,2025,3,Williams,14.0,12.0,87.836
536,63,2025,3,Mercedes,5.0,5.0,87.318
537,81,2025,3,McLaren,3.0,3.0,87.027
538,87,2025,3,Haas F1 Team,10.0,10.0,87.711
539,1,2025,4,Red Bull Racing,6.0,7.0,90.423
540,4,2025,4,McLaren,3.0,6.0,90.267
541,5,2025,4,Kick Sauber,18.0,18.0,92.186
542,6,2025,4,Racing Bulls,13.0,12.0,91.271
543,7,2025,4,Alpine,14.0,11.0,91.245
544,10,2025,4,Alpine,7.0,5.0,90.216
545,12,2025,4,Mercedes,11.0,4.0,90.213
546,14,2025,4,Aston Martin,15.0,13.0,91.634
547,16,2025,4,Ferrari,4.0,3.0,90.175
548,18,2025,4,Aston Martin,17.0,19.0,92.283
549,22,2025,4,Red Bull Racing,9.0,10.0,91.228
550,23,2025,4,Williams,12.0,15.0,92.04
551,27,2025,4,Kick Sauber,20.0,16.0,91.998
552,30,2025,4,Racing Bulls,16.0,17.0,92.165
553,31,2025,4,Haas F1 Team,8.0,14.0,91.594
554,44,2025,4,Ferrari,5.0,9.0,90.772
555,55,2025,4,Williams,20.0,8.0,90.68
556,63,2025,4,Mercedes,2.0,2.0,90.009
557,81,2025,4,McLaren,1.0,1.0,89.841
558,87,2025,4,Haas F1 Team,10.0,20.0,92.373
559,1,2025,5,Red Bull Racing,2.0,1.0,87.294
560,4,2025,5,McLaren,4.0,10.0,87.481
561,5,2025,5,Kick Sauber,18.0,20.0,89.462
562,6,2025,5,Racing Bulls,10.0,14.0,88.418
563,7,2025,5,Alpine,17.0,17.0,88.739
564,10,2025,5,Alpine,20.0,9.0,88.025
565,12,2025,5,Mercedes,6.0,5.0,87.798
566,14,2025,5,Aston Martin,11.0,13.0,88.303
567,16,2025,5,Ferrari,3.0,4.0,87.67
568,18,2025,5,Aston Martin,16.0,16.0,88.645
569,22,2025,5,Red Bull Racing,20.0,8.0,87.99
570,23,2025,5,Williams,9.0,11.0,88.109
571,27,2025,5,Kick Sauber,15.0,18.0,88.782
572,30,2025,5,Racing Bulls,12.0,12.0,88.191
573,31,2025,5,Haas F1 Team,14.0,19.0,89.092
574,44,2025,5,Ferrari,7.0,7.0,88.102
575,55,2025,5,Williams,8.0,6.0,88.024
576,63,2025,5,Mercedes,5.0,3.0,87.407
577,81,2025,5,McLaren,1.0,2.0,87.304
578,87,2025,5,Haas F1 Team,13.0,15.0,88.536
579,1,2025,6,Red Bull Racing,4.0,1.0,86.204
580,4,2025,6,McLaren,2.0,2.0,86.269
581,5,2025,6,Kick Sauber,20.0,13.0,87.151
582,6,2025,6,Racing Bulls,11.0,11.0,86.987
583,7,2025,6,Alpine,20.0,14.0,87.186
584,10,2025,6,Alpine,13.0,18.0,87.71
585,12,2025,6,Mercedes,6.0,3.0,86.271
586,14,2025,6,Aston Martin,15.0,17.0,87.604
587,16,2025,6,Ferrari,7.0,8.0,86.754
588,18,2025,6,Aston Martin,16.0,19.0,87.83
589,22,2025,6,Red Bull Racing,10.0,10.0,86.943
590,23,2025,6,Williams,5.0,7.0,86.682
591,27,2025,6,Kick Sauber,14.0,16.0,87.473
592,30,2025,6,Racing Bulls,20.0,15.0,87.363
593,31,2025,6,Haas F1 Team,12.0,9.0,86.824
594,44,2025,6,Ferrari,8.0,12.0,87.006
595,55,2025,6,Williams,9.0,6.0,86.569
596,63,2025,6,Mercedes,3.0,5.0,86.385
597,81,2025,6,McLaren,1.0,4.0,86.269
598,87,2025,6,Haas F1 Team,20.0,20.0,87.999
599,1,2025,7,Red Bull Racing,1.0,2.0,74.704
600,4,2025,7,McLaren,2.0,4.0,74.962
601,5,2025,7,Kick Sauber,18.0,14.0,76.26
602,6,2025,7,Racing Bulls,9.0,9.0,75.51
603,10,2025,7,Alpine,13.0,10.0,75.505
604,12,2025,7,Mercedes,20.0,13.0,75.772
605,14,2025,7,Aston Martin,11.0,5.0,75.431
606,16,2025,7,Ferrari,6.0,11.0,75.604
607,18,2025,7,Aston Martin,15.0,8.0,75.497
608,22,2025,7,Red Bull Racing,10.0,20.0,
609,23,2025,7,Williams,5.0,7.0,75.473
610,27,2025,7,Kick Sauber,12.0,17.0,76.518
611,30,2025,7,Racing Bulls,14.0,16.0,76.379
612,31,2025,7,Haas F1 Team,20.0,18.0,76.613
613,43,2025,7,Alpine,16.0,15.0,76.256
614,44,2025,7,Ferrari,4.0,12.0,75.765
615,55,2025,7,Williams,8.0,6.0,75.198
616,63,2025,7,Mercedes,7.0,3.0,74.807
617,81,2025,7,McLaren,3.0,1.0,74.67
618,87,2025,7,Haas F1 Team,17.0,19.0,76.077
619,1,2025,8,Red Bull Racing,4.0,5.0,70.669
620,4,2025,8,McLaren,1.0,1.0,69.954
621,5,2025,8,Kick Sauber,14.0,16.0,71.902
622,6,2025,8,Racing Bulls,6.0,6.0,70.923
623,10,2025,8,Alpine,20.0,18.0,71.994
624,12,2025,8,Mercedes,18.0,15.0,71.88
625,14,2025,8,Aston Martin,20.0,7.0,70.924
626,16,2025,8,Ferrari,2.0,2.0,70.063
627,18,2025,8,Aston Martin,15.0,19.0,72.563
628,22,2025,8,Red Bull Racing,17.0,12.0,71.415
629,23,2025,8,Williams,9.0,10.0,70.732
630,27,2025,8,Kick Sauber,16.0,13.0,71.596
631,30,2025,8,Racing Bulls,8.0,9.0,71.129
632,31,2025,8,Haas F1 Team,7.0,8.0,70.942
633,43,2025,8,Alpine,13.0,20.0,72.597
634,44,2025,8,Ferrari,5.0,4.0,70.382
635,55,2025,8,Williams,10.0,11.0,71.362
636,63,2025,8,Mercedes,11.0,14.0,71.507
637,81,2025,8,McLaren,3.0,3.0,70.129
638,87,2025,8,Haas F1 Team,12.0,17.0,71.979
639,1,2025,9,Red Bull Racing,10.0,3.0,71.848
640,4,2025,9,McLaren,2.0,2.0,71.755
641,5,2025,9,Kick Sauber,12.0,12.0,72.756
642,6,2025,9,Racing Bulls,7.0,9.0,72.252
643,10,2025,9,Alpine,8.0,8.0,72.199
644,12,2025,9,Mercedes,20.0,6.0,72.111
645,14,2025,9,Aston Martin,9.0,10.0,72.284
646,16,2025,9,Ferrari,3.0,7.0,72.131
647,22,2025,9,Red Bull Racing,13.0,20.0,73.385
648,23,2025,9,Williams,20.0,11.0,72.641
649,27,2025,9,Kick Sauber,5.0,16.0,73.19
650,30,2025,9,Racing Bulls,11.0,13.0,72.763
651,31,2025,9,Haas F1 Team,16.0,17.0,73.201
652,43,2025,9,Alpine,15.0,19.0,73.334
653,44,2025,9,Ferrari,6.0,5.0,72.045
654,55,2025,9,Williams,14.0,18.0,73.203
655,63,2025,9,Mercedes,4.0,4.0,71.848
656,81,2025,9,McLaren,1.0,1.0,71.546
657,87,2025,9,Haas F1 Team,17.0,15.0,73.074
658,1,2025,10,Red Bull Racing,2.0,2.0,71.059
659,4,2025,10,McLaren,18.0,7.0,71.599
660,5,2025,10,Kick Sauber,14.0,16.0,72.385
661,6,2025,10,Racing Bulls,16.0,9.0,71.867
662,10,2025,10,Alpine,15.0,20.0,72.667
663,12,2025,10,Mercedes,3.0,4.0,71.391
664,14,2025,10,Aston Martin,7.0,6.0,71.586
665,16,2025,10,Ferrari,5.0,8.0,71.626
666,18,2025,10,Aston Martin,17.0,18.0,72.517
667,22,2025,10,Red Bull Racing,12.0,11.0,72.102
668,23,2025,10,Williams,20.0,10.0,71.892
669,27,2025,10,Kick Sauber,8.0,13.0,72.183
670,30,2025,10,Racing Bulls,20.0,19.0,72.525
671,31,2025,10,Haas F1 Team,9.0,15.0,72.378
672,43,2025,10,Alpine,13.0,12.0,72.142
673,44,2025,10,Ferrari,6.0,5.0,71.526
674,55,2025,10,Williams,10.0,17.0,72.398
675,63,2025,10,Mercedes,1.0,1.0,70.899
676,81,2025,10,McLaren,4.0,3.0,71.12
677,87,2025,10,Haas F1 Team,11.0,14.0,72.306
678,1,2025,11,Red Bull Racing,20.0,7.0,64.836
679,4,2025,11,McLaren,1.0,1.0,63.971
680,5,2025,11,Kick Sauber,8.0,8.0,64.846
681,6,2025,11,Racing Bulls,12.0,13.0,65.063
682,10,2025,11,Alpine,13.0,10.0,64.846
683,12,2025,11,Mercedes,20.0,9.0,65.052
684,14,2025,11,Aston Martin,7.0,11.0,65.128
685,16,2025,11,Ferrari,3.0,2.0,64.492
686,18,2025,11,Aston Martin,14.0,16.0,65.329
687,22,2025,11,Red Bull Racing,16.0,18.0,65.369
688,23,2025,11,Williams,20.0,12.0,65.143
689,27,2025,11,Kick Sauber,9.0,20.0,65.606
690,30,2025,11,Racing Bulls,6.0,6.0,64.926
691,31,2025,11,Haas F1 Team,10.0,17.0,65.364
692,43,2025,11,Alpine,15.0,14.0,65.278
693,44,2025,11,Ferrari,4.0,4.0,64.582
694,55,2025,11,Williams,20.0,19.0,65.582
695,63,2025,11,Mercedes,5.0,5.0,64.763
696,81,2025,11,McLaren,2.0,3.0,64.554
697,87,2025,11,Haas F1 Team,11.0,15.0,65.218
698,1,2025,12,Red Bull Racing,5.0,1.0,84.892
699,4,2025,12,McLaren,1.0,3.0,85.01
700,5,2025,12,Kick Sauber,20.0,17.0,86.446
701,6,2025,12,Racing Bulls,20.0,13.0,85.864
702,10,2025,12,Alpine,6.0,10.0,85.711
703,12,2025,12,Mercedes,20.0,7.0,85.374
704,14,2025,12,Aston Martin,9.0,9.0,85.593
705,16,2025,12,Ferrari,14.0,6.0,85.121
706,18,2025,12,Aston Martin,7.0,18.0,86.504
707,22,2025,12,Red Bull Racing,15.0,12.0,85.826
708,23,2025,12,Williams,8.0,14.0,85.889
709,27,2025,12,Kick Sauber,3.0,19.0,86.574
710,30,2025,12,Racing Bulls,20.0,16.0,86.44
711,31,2025,12,Haas F1 Team,13.0,15.0,85.95
712,43,2025,12,Alpine,20.0,20.0,87.06
713,44,2025,12,Ferrari,4.0,5.0,85.084
714,55,2025,12,Williams,12.0,11.0,85.746
715,63,2025,12,Mercedes,10.0,4.0,85.029
716,81,2025,12,McLaren,2.0,2.0,84.995
717,87,2025,12,Haas F1 Team,11.0,8.0,85.471
718,1,2025,13,Red Bull Racing,4.0,4.0,100.903
719,4,2025,13,McLaren,2.0,1.0,100.562
720,5,2025,13,Kick Sauber,9.0,10.0,101.336
721,6,2025,13,Racing Bulls,20.0,8.0,101.281
722,10,2025,13,Alpine,10.0,13.0,101.633
723,12,2025,13,Mercedes,16.0,18.0,102.139
724,14,2025,13,Aston Martin,17.0,19.0,102.385
725,16,2025,13,Ferrari,3.0,3.0,100.9
726,18,2025,13,Aston Martin,14.0,20.0,102.502
727,22,2025,13,Red Bull Racing,13.0,7.0,101.245
728,23,2025,13,Williams,6.0,5.0,101.201
729,27,2025,13,Kick Sauber,12.0,14.0,101.707
730,30,2025,13,Racing Bulls,8.0,9.0,101.297
731,31,2025,13,Haas F1 Team,15.0,11.0,101.525
732,43,2025,13,Alpine,19.0,17.0,102.022
733,44,2025,13,Ferrari,7.0,16.0,101.939
734,55,2025,13,Williams,18.0,15.0,101.691
735,63,2025,13,Mercedes,5.0,6.0,101.254
736,81,2025,13,McLaren,1.0,2.0,100.626
737,87,2025,13,Haas F1 Team,11.0,12.0,101.617
738,1,2025,14,Red Bull Racing,9.0,8.0,75.547
739,4,2025,14,McLaren,1.0,3.0,74.89
740,5,2025,14,Kick Sauber,6.0,7.0,75.586
741,6,2025,14,Racing Bulls,11.0,10.0,75.469
742,10,2025,14,Alpine,19.0,17.0,75.966
743,12,2025,14,Mercedes,10.0,15.0,75.782
744,14,2025,14,Aston Martin,5.0,5.0,75.281
745,16,2025,14,Ferrari,4.0,1.0,75.372
746,18,2025,14,Aston Martin,7.0,6.0,75.129
747,22,2025,14,Red Bull Racing,17.0,16.0,75.899
748,23,2025,14,Williams,15.0,20.0,76.223
749,27,2025,14,Kick Sauber,13.0,19.0,76.081
750,30,2025,14,Racing Bulls,8.0,9.0,75.63
751,31,2025,14,Haas F1 Team,16.0,18.0,76.023
752,43,2025,14,Alpine,18.0,14.0,75.875
753,44,2025,14,Ferrari,12.0,12.0,75.702
754,55,2025,14,Williams,14.0,13.0,75.652
755,63,2025,14,Mercedes,3.0,4.0,75.201
756,81,2025,14,McLaren,2.0,2.0,74.941
757,87,2025,14,Haas F1 Team,20.0,11.0,75.694
758,1,2025,15,Red Bull Racing,2.0,3.0,68.925
759,4,2025,15,McLaren,18.0,2.0,68.674
760,5,2025,15,Kick Sauber,15.0,13.0,69.622
761,6,2025,15,Racing Bulls,3.0,4.0,69.208
762,10,2025,15,Alpine,17.0,14.0,69.637
763,12,2025,15,Mercedes,16.0,11.0,69.493
764,14,2025,15,Aston Martin,8.0,10.0,69.366
765,16,2025,15,Ferrari,20.0,6.0,69.304
766,18,2025,15,Aston Martin,7.0,20.0,
767,22,2025,15,Red Bull Racing,9.0,12.0,69.622
768,23,2025,15,Williams,5.0,15.0,69.652
769,27,2025,15,Kick Sauber,14.0,17.0,70.195
770,30,2025,15,Racing Bulls,12.0,8.0,69.383
771,31,2025,15,Haas F1 Team,10.0,18.0,70.197
772,43,2025,15,Alpine,11.0,16.0,70.104
773,44,2025,15,Ferrari,20.0,7.0,69.261
774,55,2025,15,Williams,13.0,9.0,69.472
775,63,2025,15,Mercedes,4.0,5.0,69.255
776,81,2025,15,McLaren,1.0,1.0,68.662
777,87,2025,15,Haas F1 Team,6.0,19.0,70.262
778,1,2025,16,Red Bull Racing,1.0,1.0,78.792
779,4,2025,16,McLaren,2.0,2.0,78.869
780,5,2025,16,Kick Sauber,8.0,8.0,79.323
781,6,2025,16,Racing Bulls,10.0,16.0,79.917
782,10,2025,16,Alpine,16.0,19.0,80.103
783,12,2025,16,Mercedes,9.0,7.0,79.2
784,14,2025,16,Aston Martin,20.0,9.0,79.362
785,16,2025,16,Ferrari,4.0,4.0,79.007
786,18,2025,16,Aston Martin,18.0,17.0,79.948
787,22,2025,16,Red Bull Racing,13.0,10.0,79.433
788,23,2025,16,Williams,7.0,14.0,79.583
789,27,2025,16,Kick Sauber,20.0,12.0,79.498
790,30,2025,16,Racing Bulls,14.0,20.0,80.279
791,31,2025,16,Haas F1 Team,15.0,15.0,79.707
792,43,2025,16,Alpine,17.0,18.0,79.992
793,44,2025,16,Ferrari,6.0,5.0,79.124
794,55,2025,16,Williams,11.0,13.0,79.528
795,63,2025,16,Mercedes,5.0,6.0,79.157
796,81,2025,16,McLaren,3.0,3.0,78.982
797,87,2025,16,Haas F1 Team,12.0,11.0,79.446
798,1,2025,17,Red Bull Racing,1.0,1.0,101.117
799,4,2025,17,McLaren,7.0,7.0,101.322
800,5,2025,17,Kick Sauber,11.0,13.0,102.277
801,6,2025,17,Racing Bulls,10.0,8.0,101.647
802,10,2025,17,Alpine,18.0,18.0,103.139
803,12,2025,17,Mercedes,4.0,4.0,101.464
804,14,2025,17,Aston Martin,15.0,11.0,101.857
805,16,2025,17,Ferrari,9.0,10.0,101.458
806,18,2025,17,Aston Martin,17.0,14.0,102.101
807,22,2025,17,Red Bull Racing,6.0,6.0,101.788
808,23,2025,17,Williams,13.0,19.0,103.778
809,27,2025,17,Kick Sauber,16.0,17.0,102.916
810,30,2025,17,Racing Bulls,5.0,3.0,101.537
811,31,2025,17,Haas F1 Team,14.0,20.0,103.004
812,43,2025,17,Alpine,19.0,16.0,102.779
813,44,2025,17,Ferrari,8.0,12.0,101.821
814,55,2025,17,Williams,3.0,2.0,101.595
815,63,2025,17,Mercedes,2.0,5.0,101.455
816,81,2025,17,McLaren,20.0,9.0,101.414
817,87,2025,17,Haas F1 Team,12.0,15.0,102.666
818,1,2025,18,Red Bull Racing,2.0,2.0,89.34
819,4,2025,18,McLaren,3.0,5.0,89.586
820,5,2025,18,Kick Sauber,17.0,14.0,90.82
821,6,2025,18,Racing Bulls,11.0,8.0,89.846
822,10,2025,18,Alpine,19.0,18.0,91.261
823,12,2025,18,Mercedes,5.0,4.0,89.537
824,14,2025,18,Aston Martin,7.0,10.0,89.955
825,16,2025,18,Ferrari,6.0,7.0,89.784
826,18,2025,18,Aston Martin,13.0,15.0,90.949
827,22,2025,18,Red Bull Racing,12.0,13.0,90.353
828,23,2025,18,Williams,14.0,19.0,90.202
829,27,2025,18,Kick Sauber,20.0,11.0,90.141
830,30,2025,18,Racing Bulls,15.0,12.0,90.32
831,31,2025,18,Haas F1 Team,18.0,17.0,90.989
832,43,2025,18,Alpine,16.0,16.0,90.982
833,44,2025,18,Ferrari,8.0,6.0,89.688
834,55,2025,18,Williams,10.0,20.0,90.235
835,63,2025,18,Mercedes,1.0,1.0,89.158
836,81,2025,18,McLaren,4.0,3.0,89.524
837,87,2025,18,Haas F1 Team,9.0,9.0,89.868
838,1,2025,19,Red Bull Racing,1.0,1.0,92.51
839,4,2025,19,McLaren,2.0,2.0,92.801
840,5,2025,19,Kick Sauber,18.0,16.0,94.125
841,6,2025,19,Racing Bulls,16.0,20.0,
842,10,2025,19,Alpine,19.0,14.0,93.599
843,12,2025,19,Mercedes,13.0,7.0,93.044
844,14,2025,19,Aston Martin,10.0,10.0,93.16
845,16,2025,19,Ferrari,3.0,3.0,92.807
846,18,2025,19,Aston Martin,12.0,18.0,94.54
847,22,2025,19,Red Bull Racing,7.0,13.0,93.466
848,23,2025,19,Williams,14.0,19.0,94.69
849,27,2025,19,Kick Sauber,8.0,11.0,93.334
850,30,2025,19,Racing Bulls,11.0,12.0,93.36
851,31,2025,19,Haas F1 Team,15.0,17.0,94.136
852,43,2025,19,Alpine,17.0,15.0,94.039
853,44,2025,19,Ferrari,4.0,5.0,92.912
854,55,2025,19,Williams,20.0,9.0,93.124
855,63,2025,19,Mercedes,6.0,4.0,92.826
856,81,2025,19,McLaren,5.0,6.0,93.084
857,87,2025,19,Haas F1 Team,9.0,8.0,93.139
858,1,2025,20,Red Bull Racing,3.0,5.0,76.07
859,4,2025,20,McLaren,1.0,1.0,75.586
860,5,2025,20,Kick Sauber,10.0,16.0,77.412
861,6,2025,20,Racing Bulls,13.0,9.0,76.252
862,10,2025,20,Alpine,15.0,18.0,77.546
863,12,2025,20,Mercedes,6.0,6.0,76.118
864,14,2025,20,Aston Martin,20.0,14.0,77.103
865,16,2025,20,Ferrari,2.0,2.0,75.848
866,18,2025,20,Aston Martin,14.0,19.0,77.606
867,22,2025,20,Red Bull Racing,11.0,11.0,76.816
868,23,2025,20,Williams,12.0,17.0,77.49
869,27,2025,20,Kick Sauber,20.0,13.0,77.016
870,30,2025,20,Racing Bulls,20.0,15.0,76.961
871,31,2025,20,Haas F1 Team,9.0,12.0,76.837
872,43,2025,20,Alpine,16.0,20.0,77.67
873,44,2025,20,Ferrari,8.0,3.0,75.938
874,55,2025,20,Williams,17.0,7.0,76.172
875,63,2025,20,Mercedes,7.0,4.0,76.034
876,81,2025,20,McLaren,5.0,8.0,76.174
877,87,2025,20,Haas F1 Team,4.0,10.0,76.46
878,1,2025,21,Red Bull Racing,3.0,16.0,70.403
879,4,2025,21,McLaren,1.0,1.0,69.511
880,5,2025,21,Kick Sauber,20.0,20.0,
881,6,2025,21,Racing Bulls,8.0,5.0,69.931
882,10,2025,21,Alpine,10.0,9.0,69.857
883,12,2025,21,Mercedes,2.0,2.0,69.685
884,14,2025,21,Aston Martin,14.0,11.0,70.001
885,16,2025,21,Ferrari,20.0,3.0,69.801
886,18,2025,21,Aston Martin,16.0,14.0,70.041
887,22,2025,21,Red Bull Racing,17.0,19.0,70.711
888,23,2025,21,Williams,11.0,12.0,70.053
889,27,2025,21,Kick Sauber,9.0,10.0,69.985
890,30,2025,21,Racing Bulls,7.0,7.0,69.95
891,31,2025,21,Haas F1 Team,12.0,17.0,70.438
892,43,2025,21,Alpine,15.0,18.0,70.632
893,44,2025,21,Ferrari,20.0,13.0,70.016
894,55,2025,21,Williams,13.0,15.0,70.184
895,63,2025,21,Mercedes,4.0,6.0,69.88
896,81,2025,21,McLaren,5.0,4.0,69.835
897,87,2025,21,Haas F1 Team,6.0,8.0,69.755
898,1,2025,22,Red Bull Racing,1.0,2.0,108.257
899,4,2025,22,McLaren,20.0,1.0,107.934
900,5,2025,22,Kick Sauber,20.0,18.0,116.674
901,6,2025,22,Racing Bulls,6.0,8.0,109.554
902,10,2025,22,Alpine,13.0,10.0,111.54
903,12,2025,22,Mercedes,3.0,17.0,116.314
904,14,2025,22,Aston Martin,11.0,7.0,109.466
905,16,2025,22,Ferrari,4.0,9.0,109.872
906,18,2025,22,Aston Martin,20.0,12.0,112.85
907,22,2025,22,Red Bull Racing,12.0,19.0,116.798
908,23,2025,22,Williams,20.0,16.0,116.22
909,27,2025,22,Kick Sauber,7.0,11.0,112.781
910,30,2025,22,Racing Bulls,14.0,6.0,109.062
911,31,2025,22,Haas F1 Team,9.0,13.0,112.987
912,43,2025,22,Alpine,15.0,15.0,113.683
913,44,2025,22,Ferrari,8.0,20.0,117.115
914,55,2025,22,Williams,5.0,3.0,108.296
915,63,2025,22,Mercedes,2.0,4.0,108.803
916,81,2025,22,McLaren,20.0,5.0,108.961
917,87,2025,22,Haas F1 Team,10.0,14.0,113.094
918,1,2025,23,Red Bull Racing,1.0,3.0,79.651
919,4,2025,23,McLaren,4.0,2.0,79.495
920,5,2025,23,Kick Sauber,13.0,14.0,80.534
921,6,2025,23,Racing Bulls,18.0,6.0,80.114
922,10,2025,23,Alpine,16.0,9.0,80.324
923,12,2025,23,Mercedes,5.0,5.0,79.846
924,14,2025,23,Aston Martin,7.0,8.0,80.219
925,16,2025,23,Ferrari,8.0,10.0,80.343
926,18,2025,23,Aston Martin,17.0,19.0,81.058
927,22,2025,23,Red Bull Racing,10.0,16.0,80.761
928,23,2025,23,Williams,11.0,15.0,80.629
929,27,2025,23,Kick Sauber,20.0,11.0,80.353
930,30,2025,23,Racing Bulls,9.0,12.0,80.433
931,31,2025,23,Haas F1 Team,15.0,17.0,80.864
932,43,2025,23,Alpine,14.0,20.0,81.137
933,44,2025,23,Ferrari,12.0,18.0,80.907
934,55,2025,23,Williams,3.0,7.0,80.251
935,63,2025,23,Mercedes,6.0,4.0,79.662
936,81,2025,23,McLaren,2.0,1.0,79.387
937,87,2025,23,Haas F1 Team,20.0,13.0,80.438
938,1,2025,24,Red Bull Racing,1.0,1.0,82.207
939,4,2025,24,McLaren,3.0,2.0,82.408
940,5,2025,24,Kick Sauber,11.0,7.0,82.874
941,6,2025,24,Racing Bulls,17.0,9.0,82.997
942,10,2025,24,Alpine,19.0,19.0,83.468
943,12,2025,24,Mercedes,15.0,14.0,82.894
944,14,2025,24,Aston Martin,6.0,6.0,82.861
945,16,2025,24,Ferrari,4.0,5.0,82.73
946,18,2025,24,Aston Martin,10.0,15.0,83.097
947,22,2025,24,Red Bull Racing,14.0,10.0,83.034
948,23,2025,24,Williams,16.0,17.0,83.416
949,27,2025,24,Kick Sauber,9.0,18.0,83.45
950,30,2025,24,Racing Bulls,18.0,13.0,83.077
951,31,2025,24,Haas F1 Team,7.0,8.0,82.913
952,43,2025,24,Alpine,20.0,20.0,83.89
953,44,2025,24,Ferrari,8.0,16.0,83.394
954,55,2025,24,Williams,13.0,12.0,83.042
955,63,2025,24,Mercedes,5.0,4.0,82.645
956,81,2025,24,McLaren,2.0,3.0,82.437
957,87,2025,24,Haas F1 Team,12.0,11.0,83.041
